transaction_id,timestamp,source_account_id,dest_account_id,amount,transaction_type,channel,location_id,scenario_id
TXN628D1427,2026-09-03T18:40:14.815499,VICE1B0806C,MUL8CB6785E,109829.64,NEFT,mobile,A05,SCN2D412D48
TXNA715562E,2026-09-03T19:10:14.815499,MUL8CB6785E,MULCD8CBB8D,103101.81,IMPS,mobile,V02,SCN2D412D48
TXN4CA69124,2026-09-03T19:32:14.815499,MULCD8CBB8D,MULE8BF2D51,93234.22,UPI,net_banking,H01,SCN2D412D48
TXNFC67B559,2026-09-03T11:43:39.517908,VIC0D276F75,MUL5E9C6222,60159.16,NEFT,mobile,P01,SCNBF4F90F5
TXN90434DD8,2026-09-03T15:02:49.004113,VICFA66A4FE,MUL483BE520,14837.86,NEFT,mobile,D01,SCN26B735EA
TXN7FEB7608,2026-09-03T15:33:49.004113,VICE7E97ECC,MUL483BE520,14837.86,UPI,net_banking,D02,SCN26B735EA
TXN705FEBD3,2026-09-03T16:34:49.004113,VIC5F69B9EA,MUL483BE520,14837.86,NEFT,net_banking,D02,SCN26B735EA
TXN77FE5A5C,2026-09-03T16:56:49.004113,VIC49447A54,MUL483BE520,14837.86,UPI,mobile,D04,SCN26B735EA
TXN4D0F9BC9,2026-09-03T18:33:50.268765,MUL483BE520,MULE3640880,51213.55,UPI,mobile,D04,SCN26B735EA
TXNB72C7EEC,2026-09-04T04:38:33.795777,VIC4D3CA2D6,MULF180F513,129895.48,NEFT,net_banking,A02,SCN84533571
TXN9D838FBB,2026-09-04T05:29:33.795777,MULF180F513,MUL5B8C031D,125112.01,NEFT,net_banking,V01,SCN84533571
TXNDD70655E,2026-09-04T06:05:33.795777,MUL5B8C031D,MULBE1BA679,119748.47,IMPS,net_banking,P02,SCN84533571
TXN6F9F945C,2026-09-04T03:35:25.182883,VIC4D13F468,MUL9FA1D7FB,53207.01,UPI,mobile,B04,SCN1E1944A6
TXND85DA5D6,2026-09-04T06:13:43.533260,VICAB664879,MULEC9F9E0D,40018.01,IMPS,net_banking,H01,SCNE14CD5C5
TXN26DA0496,2026-09-04T12:56:33.241167,VICA93372D8,MULDF85FD0D,108524.42,IMPS,net_banking,A01,SCNCD62F610
TXNABCF883F,2026-09-04T13:07:33.241167,MULDF85FD0D,MUL37323EDB,104806.16,IMPS,net_banking,D04,SCNCD62F610
TXN03FBB7E2,2026-09-04T13:21:33.241167,MUL37323EDB,MUL95E08BF7,94813.05,IMPS,net_banking,V01,SCNCD62F610
TXNF6DC9823,2026-09-04T18:36:34.396777,VIC38DF019A,MULEECBEE4D,17688.38,IMPS,net_banking,P04,SCN9CC762E8
TXN23F661FE,2026-09-04T18:45:34.396777,VICDAFDAFB3,MULEECBEE4D,17688.38,UPI,mobile,P03,SCN9CC762E8
TXN4067E078,2026-09-04T19:57:34.396777,VICA5EA8F05,MULEECBEE4D,17688.38,IMPS,mobile,P01,SCN9CC762E8
TXND3CC4052,2026-09-04T20:43:51.421024,MULEECBEE4D,MULFFDF8CCC,45789.19,IMPS,mobile,P02,SCN9CC762E8
TXNA3759F2A,2026-09-04T12:26:42.941726,VIC8841BD05,MULA3BA0428,62839.56,IMPS,net_banking,M04,SCN58897248
TXND216F70E,2026-09-04T13:29:03.359960,VIC424B6628,MULC7CF9AE8,27217.47,UPI,mobile,V03,SCN959F0E18
TXN5BCDD179,2026-09-04T14:00:03.359960,VICAD2489B5,MULC7CF9AE8,27217.47,NEFT,mobile,V02,SCN959F0E18
TXNBE71EF72,2026-09-04T14:19:03.359960,VIC6BEEB5F3,MULC7CF9AE8,27217.47,IMPS,net_banking,V01,SCN959F0E18
TXN4BCDD506,2026-09-04T14:34:03.359960,VICC3E2A32A,MULC7CF9AE8,27217.47,NEFT,net_banking,V03,SCN959F0E18
TXND799CC6B,2026-09-04T15:53:08.449321,MULC7CF9AE8,MULCD06102D,93942.37,IMPS,net_banking,V03,SCN959F0E18
TXN9E927EA2,2026-09-05T08:11:13.482236,VIC89B68205,MUL751F231C,4663.06,UPI,net_banking,B04,SCN8A0575F7
TXN082C5309,2026-09-05T08:18:13.482236,VIC89B68205,MUL1C9F18A4,24869.68,IMPS,mobile,B02,SCN8A0575F7
TXN7B5A6083,2026-09-05T03:25:06.507353,VIC58341B74,MUL1471A1D4,76925.06,UPI,mobile,B02,SCN197AB5B8
TXN10FCA8EB,2026-09-05T15:42:05.821781,VIC7BE41279,MULB65B5A89,37218.86,UPI,net_banking,D01,SCN58296237
TXN165E9A24,2026-09-05T05:03:57.338767,VICDF06A775,MUL1B93430D,13906.92,UPI,net_banking,V01,SCNE7F6CC1E
TXN2E8A329A,2026-09-05T06:06:59.864016,MUL1B93430D,MULC4E098C9,12882.2,NEFT,mobile,V01,SCNE7F6CC1E
TXNF6233B55,2026-09-05T05:14:38.914048,VICCCF0B84C,MUL4489524D,81557.21,UPI,net_banking,S01,SCNC86E61F3
TXN3302C61E,2026-09-05T05:32:38.914048,MUL4489524D,MUL8B545170,73383.43,IMPS,net_banking,A02,SCNC86E61F3
TXNB15DB403,2026-09-05T12:24:15.843337,VICCD64D916,MULE5B835A0,80239.63,IMPS,mobile,V03,SCN84B3465C
TXN0AD9CFFE,2026-09-05T13:02:15.843337,MULE5B835A0,MUL1D090C85,73670.93,IMPS,net_banking,M06,SCN84B3465C
TXN332C594C,2026-09-05T12:13:39.895753,VIC1D752900,MULACC90104,87239.99,UPI,mobile,D01,SCN57590358
TXNA1754CEB,2026-09-05T18:28:17.605207,VIC4A78BE2E,MUL8739A4C5,11398.02,IMPS,mobile,S03,SCN94C53003
TXN687FAB3E,2026-09-05T18:23:17.605207,VIC4A78BE2E,MULF3C87643,60789.46,UPI,mobile,S03,SCN94C53003
TXN0D1FBA00,2026-09-06T08:58:31.516394,VIC668895B0,MUL45F05989,86842.46,IMPS,mobile,S02,SCN1430A9F8
TXND8CBF6D3,2026-09-06T00:12:14.982700,VIC358F9AA8,MULA74A74A6,93024.1,IMPS,mobile,S01,SCN54F032F5
TXN941614D4,2026-09-06T00:42:14.982700,MULA74A74A6,MUL1CE6B047,88171.24,UPI,net_banking,P04,SCN54F032F5
TXN5A5A5ADC,2026-09-06T02:06:07.954633,VICC3F56A54,MUL9CD2FF18,68809.9,NEFT,net_banking,H02,SCNB68A9047
TXN9AD4C1CE,2026-09-06T13:41:55.769732,VIC5923F4E9,MUL1A890D9B,48267.01,NEFT,net_banking,D03,SCN4B4B79CC
TXN456EEAB9,2026-09-06T15:19:48.966457,MUL1A890D9B,MULA5F8AAF7,44710.49,NEFT,net_banking,D02,SCN4B4B79CC
TXN2769AA6F,2026-09-06T14:58:17.062579,VICD7A8381E,MULA3B6A03D,22715.77,NEFT,mobile,S02,SCNB38640F6
TXN82D6F15C,2026-09-06T15:19:17.062579,VIC32C5D45F,MULA3B6A03D,22715.77,UPI,mobile,S02,SCNB38640F6
TXNDF15D9BB,2026-09-06T15:59:17.062579,VICF66F9929,MULA3B6A03D,22715.77,UPI,net_banking,S02,SCNB38640F6
TXN6A86D574,2026-09-06T17:03:17.062579,VIC0969F3A4,MULA3B6A03D,22715.77,IMPS,net_banking,S01,SCNB38640F6
TXNCE45795D,2026-09-06T17:35:17.062579,VICBC9F65DF,MULA3B6A03D,22715.77,IMPS,mobile,S02,SCNB38640F6
TXNF883B429,2026-09-06T20:10:08.522255,MULA3B6A03D,MUL549C606A,98005.67,UPI,mobile,S03,SCNB38640F6
TXNC5E36093,2026-09-06T10:38:06.480161,VIC0CDFF686,MULD0E3E3E2,10074.3,IMPS,mobile,H03,SCN8A5E36BA
TXN370CCCB4,2026-09-06T10:29:06.480161,VIC0CDFF686,MUL997A282F,53729.58,IMPS,net_banking,H03,SCN8A5E36BA
TXNC733F200,2026-09-06T12:04:58.447527,VIC7F07DA2D,MUL081881BF,82876.21,IMPS,mobile,A01,SCNC2EF5193
TXN45B32541,2026-09-06T12:39:58.447527,MUL081881BF,MUL7D263987,73686.68,NEFT,net_banking,S03,SCNC2EF5193
TXNF78EF02F,2026-09-06T13:11:58.447527,MUL7D263987,MUL94EB3968,69068.07,NEFT,net_banking,V03,SCNC2EF5193
TXN98DD7150,2026-09-06T21:08:53.290980,VIC6DD6FB74,MUL8C1E0CAC,7705.9,IMPS,net_banking,H03,SCN553FBA34
TXNBDCBDB42,2026-09-06T21:13:53.290980,VIC6DD6FB74,MUL11501D52,41098.15,NEFT,mobile,H01,SCN553FBA34
TXNFDDC8679,2026-09-06T14:06:12.466039,VICDA041115,MULF987C3B0,27313.34,NEFT,net_banking,M03,SCNDFAD7C85
TXN9F91938D,2026-09-07T13:05:45.104527,VICE5262319,MUL83D8BB43,55973.5,UPI,net_banking,P01,SCN956F282A
TXN4DD1FF7B,2026-09-07T03:47:37.997162,VICEC5CC731,MUL222BDDEC,32425.26,IMPS,net_banking,A03,SCN3EE48FDB
TXNFD7B4428,2026-09-07T04:09:37.997162,MUL222BDDEC,MUL2287CF4A,28654.17,NEFT,mobile,D03,SCN3EE48FDB
TXN5B6F0439,2026-09-07T04:37:37.997162,MUL2287CF4A,MUL29C2ED8E,25499.83,IMPS,mobile,S01,SCN3EE48FDB
TXN48ACAE3A,2026-09-07T18:23:00.345767,VIC9E3C6DF5,MULF3D9A22E,55998.68,IMPS,mobile,V02,SCNA23AB12D
TXN783AE97D,2026-09-07T03:27:52.947320,VIC6A03F645,MUL59572230,26135.36,IMPS,mobile,V01,SCNA355327D
TXNF6DC6199,2026-09-07T06:34:39.086497,MUL59572230,MULE0AF3166,24209.6,IMPS,net_banking,V01,SCNA355327D
TXN54064E63,2026-09-07T17:47:26.793089,VIC4FABB4F4,MUL401F8F5C,47291.29,NEFT,mobile,A04,SCNF657CA10
TXNEAA6D9FC,2026-09-07T18:30:26.793089,MUL401F8F5C,MUL5C29B754,43497.16,NEFT,net_banking,V02,SCNF657CA10
TXN0A5CE16D,2026-09-07T19:06:26.793089,MUL5C29B754,MULF2A3AF11,42041.32,UPI,mobile,D04,SCNF657CA10
TXN3E3F3417,2026-09-07T20:44:15.015643,VIC239A2DEC,MULA05240B7,46865.02,IMPS,net_banking,P01,SCN5515DBD8
TXN74A78297,2026-09-07T12:52:35.454663,VICA485A0A4,MUL01C81B05,14854.82,NEFT,net_banking,P02,SCN86B8A3F4
TXNC369C26F,2026-09-07T12:58:35.454663,VICA485A0A4,MUL5D6B67FA,79225.72,IMPS,mobile,P01,SCN86B8A3F4
TXNA678C44E,2026-09-08T02:37:32.927685,VIC2F077EF4,MULE890B5AA,57024.86,IMPS,net_banking,A05,SCNA0002A03
TXN69E5EB93,2026-09-08T02:56:32.927685,MULE890B5AA,MULEFA7A9CA,53446.99,UPI,mobile,S01,SCNA0002A03
TXN2B4D0696,2026-09-07T21:15:25.274926,VIC7D5A2BDB,MUL9B29488E,40998.12,UPI,mobile,H02,SCN1BD4D4C8
TXN8F9AF948,2026-09-08T03:57:18.916653,VIC2A075FE3,MULAA2A1A2B,11273.64,NEFT,mobile,P03,SCN6917C1D3
TXN1A9D8514,2026-09-08T04:00:18.916653,VIC2A075FE3,MULD0FAEF0E,60126.1,IMPS,net_banking,P02,SCN6917C1D3
TXN24BA201D,2026-09-08T04:50:00.490393,VIC8AA4550A,MULD13E8561,5216.21,UPI,mobile,P04,SCNEAE4F55C
TXN762C2C07,2026-09-08T04:45:00.490393,VIC8AA4550A,MUL20C6D1E4,27819.77,IMPS,net_banking,P01,SCNEAE4F55C
TXNBA681158,2026-09-08T04:35:31.090268,VIC69BFFA80,MULD337A579,44087.75,NEFT,mobile,V02,SCND9BDEBC5
TXN8925ABDB,2026-09-08T12:22:23.463450,VIC3BA7DF4B,MUL3AAC2E6D,71759.11,UPI,mobile,V01,SCN72B77C31
TXNE0F6B1F2,2026-09-08T12:40:23.463450,MUL3AAC2E6D,MULE42BF1E2,68917.18,IMPS,mobile,H02,SCN72B77C31
TXN25C712B4,2026-09-08T18:02:24.633796,VIC6BC9DF04,MUL80A550EE,36592.57,UPI,mobile,M05,SCNA3D249AB
TXNFA23D226,2026-09-08T17:04:52.342784,VICA8F0B2B3,MUL8807E67D,33188.83,IMPS,mobile,S01,SCN20E689EE
TXN940569ED,2026-09-08T19:00:40.684833,VICFA92C4A4,MULAEB784E8,10995.77,UPI,mobile,P03,SCN52AC93CB
TXNFC4CC9A9,2026-09-08T19:04:40.684833,VICFA92C4A4,MUL026FD96D,58644.11,UPI,mobile,P04,SCN52AC93CB
TXN02588E95,2026-09-09T05:57:46.629270,VICA0A84DB3,MUL84C9A61C,93899.01,UPI,mobile,A02,SCNBB2F8BDD
TXN1F97D8C6,2026-09-09T06:50:46.629270,MUL84C9A61C,MULD662E02B,88408.13,NEFT,net_banking,S01,SCNBB2F8BDD
TXND6797AA5,2026-09-09T07:27:46.629270,MULD662E02B,MUL88C3681C,83379.51,UPI,mobile,H03,SCNBB2F8BDD
TXN1056195A,2026-09-09T15:54:02.488094,VIC4A2D2440,MULE1C9D805,71055.75,UPI,mobile,A02,SCN69CB2441
TXN2C4D300D,2026-09-09T16:22:02.488094,MULE1C9D805,MUL5C21BBE1,62808.64,NEFT,mobile,S02,SCN69CB2441
TXN411F80D6,2026-09-09T17:02:02.488094,MUL5C21BBE1,MULC6F1DCD0,58988.78,UPI,net_banking,B01,SCN69CB2441
TXN7C62D9C6,2026-09-09T17:55:10.092635,VICFC8B54AB,MULB3685BB5,109045.45,IMPS,net_banking,A05,SCN80E418A1
TXNA585CA2F,2026-09-09T18:24:10.092635,MULB3685BB5,MULC65C1182,103241.16,UPI,net_banking,M02,SCN80E418A1
TXN10E0B542,2026-09-09T16:22:00.619619,VIC32382A95,MUL7EFE952E,54769.64,IMPS,mobile,H02,SCN62EB991D
TXN6045DD16,2026-09-09T13:43:35.753991,VICDFFEFDC6,MULE2EA39F7,53967.73,IMPS,mobile,A03,SCN3E47A740
TXN1855CCF2,2026-09-09T14:20:35.753991,MULE2EA39F7,MULD665AA8A,51292.83,UPI,mobile,H03,SCN3E47A740
TXNCE7E0954,2026-09-10T01:24:13.014681,VIC1D9AC7F2,MULCDEF57B3,38967.53,IMPS,mobile,H03,SCN129ECE9E
TXN09D3DF93,2026-09-10T01:51:13.014681,VIC65E3FB2A,MULCDEF57B3,38967.53,IMPS,net_banking,H03,SCN129ECE9E
TXNDDCFE7AF,2026-09-10T02:28:13.014681,VICD05B09C8,MULCDEF57B3,38967.53,NEFT,net_banking,H03,SCN129ECE9E
TXN791E86F4,2026-09-10T02:21:13.014681,VICE85B65F8,MULCDEF57B3,38967.53,UPI,net_banking,H02,SCN129ECE9E
TXN7A123DC3,2026-09-10T03:36:13.014681,VIC323D7503,MULCDEF57B3,38967.53,NEFT,net_banking,H03,SCN129ECE9E
TXNB0A39225,2026-09-10T05:54:09.289562,MULCDEF57B3,MULD272F5F7,168122.79,IMPS,net_banking,H02,SCN129ECE9E
TXN0BC0A517,2026-09-09T13:58:16.928546,VICF5C30130,MUL67593BDC,36773.7,NEFT,mobile,A03,SCN3DB7FAAC
TXN63ED5B0C,2026-09-09T14:21:16.928546,VICDCF20FCB,MUL67593BDC,36773.7,UPI,mobile,A05,SCN3DB7FAAC
TXNB61469B3,2026-09-09T14:52:16.928546,VIC66BCB17D,MUL67593BDC,36773.7,UPI,net_banking,A02,SCN3DB7FAAC
TXN44325C6C,2026-09-09T17:23:02.846565,MUL67593BDC,MUL21269F4D,95194.6,IMPS,net_banking,A03,SCN3DB7FAAC
TXN2AB07B1C,2026-09-09T15:02:31.961545,VIC0644C4BD,MUL642A548C,4768.12,NEFT,mobile,V02,SCN35E3BFEB
TXN151F395E,2026-09-09T15:18:31.961545,VIC0644C4BD,MULA7383AC8,25429.98,UPI,mobile,V03,SCN35E3BFEB
TXN92A31335,2026-09-10T03:00:13.253809,VIC136C24F5,MUL5FCF2B41,60195.18,IMPS,mobile,A04,SCN0E3D0C6B
TXNACE6EAC7,2026-09-10T03:48:13.253809,MUL5FCF2B41,MUL9EF5288C,54219.69,UPI,mobile,V02,SCN0E3D0C6B
TXN1A5C8F9D,2026-09-10T04:36:13.253809,MUL9EF5288C,MULADFD0748,48983.43,IMPS,net_banking,D03,SCN0E3D0C6B
TXNF365D82F,2026-09-10T06:42:01.867538,VIC3723C117,MULFA61B4AC,101493.73,UPI,mobile,A04,SCN59658012
TXNDDC225AB,2026-09-10T07:19:01.867538,MULFA61B4AC,MUL97430F7E,92551.43,NEFT,mobile,S02,SCN59658012
TXNC3B5AB85,2026-09-10T11:09:46.416154,VIC6C549066,MUL90D081A2,22438.07,UPI,mobile,S03,SCN99516084
TXN9B7F8C53,2026-09-10T16:16:41.310559,VICC469B13F,MULE39138C5,62226.82,UPI,mobile,S02,SCNCFCC0F59
TXNFE31E318,2026-09-10T17:02:41.310559,MULE39138C5,MULEF3B3444,59685.63,UPI,net_banking,M03,SCNCFCC0F59
TXN96099008,2026-09-10T10:39:37.092000,VICF910D367,MUL56D6F147,20122.59,NEFT,mobile,H03,SCN0960908C
TXN9D85EF89,2026-09-10T14:06:07.678106,MUL56D6F147,MUL7F351E37,18639.87,IMPS,mobile,H01,SCN0960908C
TXN7BE31491,2026-09-10T13:44:12.301624,VIC33794A0B,MUL3E16671C,32234.35,IMPS,mobile,B01,SCNF9920FA3
TXNBEFA3D85,2026-09-10T14:24:12.301624,VIC8094E52E,MUL3E16671C,32234.35,NEFT,mobile,B04,SCNF9920FA3
TXND09A0C23,2026-09-10T14:57:12.301624,VIC1EA17091,MUL3E16671C,32234.35,NEFT,mobile,B01,SCNF9920FA3
TXN4174DF61,2026-09-10T14:44:12.301624,VIC664BE8F5,MUL3E16671C,32234.35,IMPS,mobile,B02,SCNF9920FA3
TXNFFEA0679,2026-09-10T16:49:20.074336,MUL3E16671C,MUL179E1013,111258.36,NEFT,mobile,B01,SCNF9920FA3
TXN6144EB86,2026-09-10T22:50:17.075614,VICD0AE6725,MUL2E92ED25,52585.93,NEFT,net_banking,A03,SCN861DF698
TXN2FAE4F39,2026-09-10T23:34:17.075614,MUL2E92ED25,MUL797BEF2A,48551.87,UPI,mobile,H01,SCN861DF698
TXN9E8E5495,2026-09-11T00:12:17.075614,MUL797BEF2A,MUL649DAC3F,44147.52,UPI,mobile,B04,SCN861DF698
TXN098F25B5,2026-09-10T21:55:05.657432,VICCADB9BCC,MUL02287DF9,116633.62,NEFT,net_banking,S02,SCNE3CAC2B3
TXN68A7A3F3,2026-09-10T22:30:05.657432,MUL02287DF9,MUL41A1BF70,105374.15,IMPS,net_banking,P01,SCNE3CAC2B3
TXN7C47CFEE,2026-09-10T23:24:12.766768,VIC49D9F409,MUL0449589C,44277.37,IMPS,mobile,B03,SCNDCC271C9
TXNE29FB7A3,2026-09-10T23:30:12.766768,VICD69CB149,MUL0449589C,44277.37,NEFT,mobile,B04,SCNDCC271C9
TXN1794118D,2026-09-11T00:40:12.766768,VICE08A0B22,MUL0449589C,44277.37,UPI,mobile,B02,SCNDCC271C9
TXNF8DFE4DA,2026-09-11T00:09:12.766768,VIC0E6E443F,MUL0449589C,44277.37,UPI,mobile,B04,SCNDCC271C9
TXNA5C6EF2C,2026-09-11T00:59:12.766768,VICEEC76CC9,MUL0449589C,44277.37,IMPS,net_banking,B01,SCNDCC271C9
TXN7AB6DA78,2026-09-11T01:34:06.013011,MUL0449589C,MULEF3CB338,191031.73,UPI,mobile,B04,SCNDCC271C9
TXNF5148D15,2026-09-11T14:41:46.168652,VIC6298A76D,MUL33C6912F,55056.74,UPI,net_banking,S01,SCN5F06420A
TXNC620815F,2026-09-11T05:05:29.183079,VIC1BB58D42,MUL9E1D90F2,20057.02,NEFT,mobile,S03,SCN8F547E26
TXN820FEE18,2026-09-11T08:28:31.696785,MUL9E1D90F2,MULD928CD92,18579.13,NEFT,net_banking,S01,SCN8F547E26
TXN527426FE,2026-09-11T09:28:55.354191,VICA6D71D59,MUL4725463E,120177.07,UPI,mobile,A05,SCN7063EF34
TXNFDF58A64,2026-09-11T09:57:55.354191,MUL4725463E,MULEF1F9F13,113765.14,UPI,net_banking,B02,SCN7063EF34
TXN5B76FCBF,2026-09-11T10:07:55.354191,MULEF1F9F13,MULC989F072,102858.82,NEFT,net_banking,V01,SCN7063EF34
TXN05013C07,2026-09-11T11:58:12.332952,VIC5FA77AB7,MULFD03055D,84336.7,UPI,net_banking,A01,SCN0293F9EC
TXNBE8AB345,2026-09-11T12:16:12.332952,MULFD03055D,MUL0C895D6E,79901.38,IMPS,net_banking,V03,SCN0293F9EC
TXNE1BAC81A,2026-09-11T12:44:12.332952,MUL0C895D6E,MUL77D7C7CA,75490.41,IMPS,net_banking,S03,SCN0293F9EC
TXN070B45CF,2026-09-11T21:21:15.891534,VIC31C9BE8D,MUL5972459D,42687.57,UPI,net_banking,A02,SCN92D977E7
TXND52EF2CB,2026-09-11T21:43:15.891534,MUL5972459D,MUL965731AC,40231.5,IMPS,mobile,D04,SCN92D977E7
TXNE2D1C16C,2026-09-11T21:57:15.891534,MUL965731AC,MUL7814EC3B,36672.65,UPI,net_banking,H03,SCN92D977E7
TXNBF224691,2026-09-11T16:35:29.804273,VIC799DCE59,MULD69E6841,24930.22,UPI,net_banking,B01,SCN68460353
TXNE61C526E,2026-09-11T17:07:29.804273,VIC5D3B5D0F,MULD69E6841,24930.22,UPI,mobile,B02,SCN68460353
TXN5FAFEE43,2026-09-11T17:18:29.804273,VICE199C33D,MULD69E6841,24930.22,IMPS,mobile,B01,SCN68460353
TXNDE40EAE6,2026-09-11T17:32:29.804273,VIC42292924,MULD69E6841,24930.22,UPI,net_banking,B01,SCN68460353
TXN3CB304A5,2026-09-11T19:20:29.804273,VICA5D87D44,MULD69E6841,24930.22,NEFT,mobile,B03,SCN68460353
TXN0827746A,2026-09-11T21:13:31.081734,MULD69E6841,MUL17C4A786,107559.77,NEFT,net_banking,B04,SCN68460353
TXN249DAF54,2026-09-12T03:52:26.466129,VICC4635B98,MUL28AC2D80,42383.93,UPI,net_banking,B01,SCNDC781FE3
TXNFFF4ACEA,2026-09-12T05:35:25.565381,VIC03774C4D,MUL55FE768A,38661.59,UPI,net_banking,A05,SCN9C28AF8F
TXN2765E326,2026-09-12T06:15:25.565381,MUL55FE768A,MULEC12BA87,36631.64,NEFT,mobile,S03,SCN9C28AF8F
TXN8D39D295,2026-09-12T07:10:25.565381,MULEC12BA87,MUL8E6E650D,34662.97,UPI,net_banking,P02,SCN9C28AF8F
TXN6C10B609,2026-09-12T05:13:03.216446,VICF0777725,MULFFC2C2F4,29146.7,NEFT,net_banking,A01,SCN722D256F
TXN1B9060F1,2026-09-12T01:02:56.752850,VICE08C6159,MULB51CDAC8,120901.18,IMPS,net_banking,A01,SCND817CB83
